19.73|007 LEGENDS  Playstation 3 james bond action|16.38|3.35|http://www.ebay.ca/itm/007-LEGENDS-Playstation-3-james-bond-action-/192116638122|http://thumbs3.ebaystatic.com/m/mwXda9s_sLRoBKXbNNn5DmA/140.jpg|J3H2Y4|Mont-Saint-Hilaire,Quebec,Canada|CA
22.59|007 Legends (Sony PlayStation 3, 2012)|1.33|21.26|http://www.ebay.ca/itm/007-Legends-Sony-PlayStation-3-2012-/152456360491|http://thumbs4.ebaystatic.com/pict/1524563604914040_1.jpg|52577|USA|US
24.13|007 Legends (Sony PlayStation 3)|13.4|10.73|http://www.ebay.ca/itm/007-Legends-Sony-PlayStation-3-/332129093980|http://thumbs1.ebaystatic.com/m/m9n38yy3iauzyOOlExM9S5Q/140.jpg|80003|USA|US
26.82|PS3 / Sony Playstation 3 game - James Bond 007: Legends (EN/DE) (boxed)|26.82|0|http://www.ebay.ca/itm/PS3-Sony-Playstation-3-game-James-Bond-007-Legends-EN-DE-boxed-/201650994477|http://thumbs2.ebaystatic.com/m/moGDLWRUhkV-go9dVAQ0Azg/140.jpg|13053|Germany|DE
